20,0
20,0
19,1
15,5
14,6
11,9
13,7
14,6
14,6
17,3
11,9
15,5
17,3
15,5
16,4
13,7
15,5
14,6
12,8
12,8
17,3
13,7
14,6
13,7
16,4
15,5
15,5
16,4
16,4
13,7
12,8
14,6
15,5
16,4
17,3
17,3
17,3
18,2
18,2
10,10
8,12
4,16
3,17
3,17
3,17
8,12
6,14
8,12
9,11
11,9
9,11
8,12
9,11
10,10
11,9
8,12
11,9
5,15
3,17
1,19
3,17
2,18
4,16
5,15
1,19
4,16
1,19
2,18
2,18
3,17
5,15
3,17
1,19
3,17
2,18
0,20
0,20
2,18
3,17
2,18
1,19
3,17
1,19
3,17
4,16
1,19
5,15
1,19
4,16
5,15
5,15
2,18
2,18
2,18
3,17
2,18
3,17
1,19
2,18
3,17
