50,0
50,0
50,0
48,2
50,0
50,0
50,0
49,1
47,3
46,4
44,6
42,8
34,16
32,18
32,18
34,16
36,14
41,9
31,19
32,18
29,21
31,19
26,24
25,25
34,16
32,18
30,20
38,12
36,14
41,9
36,14
43,7
36,14
37,13
35,15
32,18
38,12
32,18
33,17
38,12
34,16
32,18
26,24
29,21
27,23
22,28
16,34
17,33
12,38
15,35
20,30
19,31
15,35
17,33
18,32
15,35
14,36
15,35
15,35
16,34
19,31
22,28
20,30
13,37
16,34
19,31
22,28
15,35
23,27
24,26
20,30
28,22
28,22
28,22
21,29
20,30
23,27
22,28
18,32
25,25
21,29
25,25
20,30
18,32
27,23
19,31
17,33
21,29
25,25
31,19
26,24
31,19
28,22
32,18
27,23
25,25
28,22
32,18
23,27
22,28
25,25
27,23
19,31
29,21
20,30
21,29
27,23
21,29
25,25
19,31
24,26
22,28
18,32
25,25
24,26
21,29
22,28
17,33
16,34
18,32
22,28
17,33
27,23
24,26
26,24
31,19
14,36
20,30
17,33
19,31
15,35
19,31
14,36
13,37
10,40
12,38
12,38
12,38
11,39
11,39
15,35
12,38
10,40
10,40
13,37
13,37
11,39
11,39
12,38
10,40
10,40
7,43
16,34
13,37
6,44
9,41
9,41
7,43
11,39
6,44
4,46
8,42
7,43
10,40
8,42
10,40
16,34
13,37
11,39
15,35
16,34
16,34
8,42
7,43
13,37
12,38
11,39
13,37
12,38
10,40
12,38
8,42
16,34
18,32
17,33
20,30
14,36
19,31
14,36
16,34
21,29
18,32
14,36
15,35
17,33
18,32
11,39
14,36
13,37
11,39
14,36
16,34
11,39
12,38
14,36
7,43
10,40
11,39
14,36
12,38
13,37
11,39
7,43
12,38
13,37
10,40
5,45
6,44
8,42
12,38
11,39
6,44
11,39
12,38
8,42
12,38
6,44
10,40
12,38
4,46
8,42
10,40
9,41
14,36
13,37
13,37
12,38
13,37
12,38
10,40
11,39
5,45
10,40
5,45
9,41
9,41
15,35
6,44
17,33
13,37
12,38
15,35
7,43
19,31
14,36
7,43
11,39
13,37
9,41
15,35
14,36
11,39
8,42
11,39
15,35
16,34
8,42
11,39
6,44
15,35
12,38
17,33
8,42
17,33
15,35
9,41
12,38
9,41
13,37
12,38
10,40
14,36
12,38
10,40
12,38
10,40
6,44
13,37
15,35
11,39
13,37
12,38
8,42
12,38
16,34
7,43
10,40
6,44
8,42
12,38
11,39
11,39
4,46
12,38
11,39
13,37
10,40
16,34
9,41
11,39
10,40
13,37
19,31
13,37
12,38
10,40
11,39
17,33
9,41
8,42
17,33
15,35
18,32
17,33
17,33
8,42
23,27
22,28
8,42
19,31
21,29
17,33
13,37
15,35
17,33
14,36
21,29
18,32
16,34
17,33
8,42
10,40
17,33
11,39
7,43
10,40
5,45
12,38
14,36
7,43
11,39
10,40
8,42
9,41
11,39
9,41
6,44
8,42
9,41
10,40
8,42
9,41
7,43
7,43
13,37
7,43
9,41
14,36
5,45
14,36
7,43
14,36
9,41
8,42
18,32
9,41
11,39
10,40
7,43
13,37
10,40
12,38
14,36
13,37
17,33
17,33
5,45
8,42
11,39
8,42
9,41
13,37
15,35
9,41
11,39
17,33
14,36
4,46
7,43
9,41
8,42
8,42
9,41
9,41
14,36
9,41
10,40
7,43
4,46
7,43
3,47
3,47
8,42
6,44
5,45
5,45
3,47
7,43
13,37
6,44
6,44
8,42
8,42
12,38
11,39
5,45
4,46
3,47
4,46
1,49
2,48
10,40
6,44
10,40
8,42
7,43
8,42
8,42
10,40
3,47
5,45
7,43
4,46
2,48
7,43
3,47
6,44
5,45
6,44
4,46
6,44
5,45
1,49
7,43
2,48
2,48
9,41
7,43
4,46
4,46
7,43
3,47
5,45
12,38
3,47
6,44
8,42
4,46
6,44
7,43
11,39
3,47
6,44
7,43
4,46
6,44
8,42
2,48
7,43
5,45
7,43
6,44
6,44
1,49
7,43
6,44
5,45
4,46
7,43
5,45
4,46
4,46
2,48
4,46
5,45
7,43
7,43
7,43
6,44
6,44
