20,30
19,31
19,31
19,31
20,30
21,29
18,32
12,38
12,38
12,38
12,38
13,37
12,38
12,38
9,41
9,41
8,42
7,43
7,43
8,42
7,43
17,33
18,32
18,32
18,32
18,32
17,33
17,33
7,43
7,43
8,42
7,43
8,42
8,42
7,43
5,45
5,45
3,47
4,46
4,46
4,46
4,46
9,41
7,43
8,42
9,41
9,41
7,43
8,42
11,39
10,40
11,39
10,40
10,40
9,41
11,39
11,39
13,37
12,38
13,37
11,39
12,38
11,39
12,38
13,37
12,38
13,37
12,38
13,37
12,38
0,50
1,49
0,50
0,50
0,50
0,50
0,50
5,45
4,46
3,47
3,47
3,47
3,47
15,35
6,44
7,43
8,42
8,42
7,43
8,42
9,41
0,50
1,49
26,24
0,50
0,50
13,37
18,32
5,45
6,44
5,45
9,41
11,39
12,38
15,35
2,48
12,38
8,42
26,24
11,39
11,39
12,38
11,39
12,38
12,38
12,38
14,36
12,38
13,37
1,49
0,50
0,50
1,49
0,50
0,50
0,50
7,43
13,37
23,27
7,43
6,44
6,44
6,44
2,48
23,27
0,50
0,50
6,44
25,25
0,50
4,46
6,44
15,35
13,37
11,39
12,38
12,38
3,47
1,49
13,37
6,44
11,39
7,43
15,35
0,50
16,34
10,40
10,40
6,44
8,42
16,34
1,49
18,32
5,45
13,37
11,39
7,43
10,40
4,46
14,36
2,48
10,40
14,36
13,37
7,43
6,44
10,40
14,36
13,37
10,40
6,44
13,37
7,43
16,34
10,40
6,44
7,43
7,43
9,41
0,50
4,46
5,45
7,43
6,44
10,40
10,40
10,40
11,39
10,40
9,41
10,40
8,42
8,42
6,44
10,40
12,38
7,43
10,40
10,40
9,41
6,44
10,40
11,39
9,41
7,43
9,41
8,42
5,45
7,43
7,43
9,41
11,39
9,41
7,43
4,46
6,44
4,46
7,43
6,44
9,41
6,44
5,45
4,46
3,47
3,47
3,47
3,47
3,47
10,40
9,41
11,39
11,39
10,40
10,40
10,40
6,44
6,44
7,43
8,42
6,44
7,43
9,41
12,38
11,39
13,37
15,35
12,38
11,39
12,38
9,41
11,39
12,38
11,39
12,38
9,41
10,40
3,47
5,45
6,44
8,42
8,42
5,45
6,44
13,37
15,35
13,37
13,37
10,40
8,42
10,40
6,44
7,43
10,40
10,40
11,39
8,42
10,40
10,40
10,40
13,37
7,43
9,41
10,40
9,41
5,45
8,42
8,42
5,45
6,44
7,43
10,40
2,48
5,45
5,45
5,45
5,45
5,45
6,44
7,43
8,42
8,42
7,43
9,41
7,43
9,41
11,39
9,41
14,36
13,37
11,39
8,42
7,43
6,44
3,47
10,40
8,42
6,44
11,39
5,45
3,47
4,46
5,45
6,44
6,44
6,44
5,45
7,43
10,40
10,40
9,41
9,41
9,41
8,42
6,44
6,44
7,43
8,42
6,44
6,44
7,43
7,43
5,45
7,43
7,43
8,42
6,44
7,43
3,47
2,48
2,48
3,47
2,48
3,47
2,48
6,44
7,43
7,43
6,44
8,42
6,44
8,42
8,42
10,40
9,41
11,39
10,40
11,39
10,40
6,44
4,46
5,45
8,42
7,43
6,44
6,44
1,49
4,46
4,46
5,45
5,45
3,47
3,47
2,48
4,46
3,47
4,46
5,45
3,47
4,46
0,50
0,50
1,49
3,47
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
7,43
6,44
7,43
6,44
7,43
8,42
7,43
5,45
6,44
5,45
6,44
5,45
6,44
6,44
6,44
8,42
6,44
6,44
6,44
7,43
7,43
6,44
4,46
3,47
4,46
3,47
4,46
4,46
2,48
4,46
6,44
6,44
5,45
5,45
4,46
5,45
5,45
5,45
5,45
5,45
5,45
5,45
0,50
0,50
0,50
0,50
0,50
0,50
0,50
1,49
1,49
1,49
2,48
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
2,48
2,48
2,48
2,48
2,48
2,48
2,48
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
1,49
1,49
1,49
1,49
1,49
1,49
1,49
2,48
2,48
2,48
2,48
2,48
2,48
2,48
5,45
5,45
4,46
5,45
5,45
5,45
4,46
5,45
5,45
5,45
5,45
5,45
5,45
5,45
4,46
4,46
4,46
4,46
4,46
4,46
4,46
0,50
0,50
0,50
0,50
0,50
0,50
0,50
1,49
2,48
2,48
2,48
2,48
1,49
1,49
3,47
3,47
3,47
3,47
3,47
3,47
3,47
6,44
6,44
6,44
6,44
6,44
6,44
6,44
1,49
1,49
1,49
1,49
1,49
1,49
1,49
5,45
5,45
5,45
5,45
5,45
5,45
5,45
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
2,48
2,48
2,48
2,48
2,48
2,48
2,48
0,50
0,50
0,50
0,50
0,50
0,50
0,50
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
5,45
5,45
5,45
6,44
5,45
6,44
5,45
3,47
3,47
2,48
2,48
3,47
2,48
5,45
0,50
0,50
0,50
0,50
0,50
2,48
0,50
1,49
1,49
2,48
1,49
1,49
2,48
2,48
4,46
6,44
5,45
4,46
4,46
5,45
4,46
4,46
4,46
5,45
4,46
4,46
4,46
4,46
7,43
4,46
4,46
4,46
4,46
5,45
4,46
4,46
5,45
5,45
5,45
6,44
5,45
4,46
5,45
5,45
5,45
5,45
5,45
5,45
5,45
1,49
1,49
1,49
1,49
1,49
1,49
1,49
