20,0
20,0
20,0
20,0
19,1
13,7
10,10
17,3
13,7
13,7
11,9
14,6
12,8
11,9
16,4
13,7
16,4
16,4
15,5
12,8
16,4
15,5
16,4
11,9
13,7
12,8
13,7
13,7
16,4
12,8
11,9
14,6
16,4
16,4
17,3
16,4
19,1
18,2
18,2
19,1
18,2
19,1
20,0
19,1
19,1
19,1
20,0
19,1
19,1
20,0
18,2
12,8
15,5
13,7
7,13
12,8
9,11
15,5
12,8
9,11
10,10
11,9
11,9
12,8
10,10
14,6
15,5
11,9
11,9
10,10
2,18
1,19
3,17
3,17
1,19
5,15
4,16
4,16
6,14
9,11
5,15
10,10
6,14
6,14
9,11
6,14
10,10
9,11
7,13
4,16
9,11
6,14
9,11
5,15
6,14
5,15
12,8
8,12
3,17
6,14
